"customer_id","customer_name","country_code","segment","created_date","is_active"
"1103","Customer_1103","IE","Public","2026-04-05","0"
"1104","Customer_1104","US","Enterprise","2026-06-23","1"
"1105","Customer_1105","CH","Public","2026-07-14","1"
"1106","Customer_1106","IE","SMB","2026-06-30","1"
"1107","Customer_1107","GB","Public","2026-01-28","0"
"1108","Customer_1108","CH","Public","2026-01-07","1"
"1109","Customer_1109","FR","Enterprise","2026-01-28","1"
"1110","Customer_1110","FR","Enterprise","2026-02-02","1"
"1111","Customer_1111","JP","SMB","2026-07-27","1"
"1112","Customer_1112","DE","Public","2026-04-13","1"
"1113","Customer_1113","CH","Enterprise","2026-03-02","0"
"1114","Customer_1114","NL","Public","2026-07-24","1"
"1115","Customer_1115","US","SMB","2026-06-26","0"
"1116","Customer_1116","GB","Public","2026-04-07","0"
"1117","Customer_1117","IE","Public","2026-02-23","0"
"1118","Customer_1118","US","SMB","2026-05-11","1"
"1119","Customer_1119","IE","SMB","2026-05-24","1"
"1120","Customer_1120","DE","Enterprise","2026-01-25","1"
"1121","Customer_1121","JP","SMB","2026-03-16","1"
"1122","Customer_1122","FR","Enterprise","2026-05-13","0"
"1123","Customer_1123","DE","Public","2026-07-23","1"
"1124","Customer_1124","DE","Enterprise","2026-03-28","1"
"1125","Customer_1125","GB","Enterprise","2026-07-16","1"
"1126","Customer_1126","FR","SMB","2026-04-12","0"
"1127","Customer_1127","JP","Public","2026-01-24","1"
"1128","Customer_1128","US","Public","2026-07-20","1"
"1129","Customer_1129","DE","Public","2026-03-22","1"
"1130","Customer_1130","JP","Public","2026-02-02","1"
"1131","Customer_1131","DE","SMB","2026-04-22","1"
"1132","Customer_1132","FR","Enterprise","2026-02-07","1"
"1133","Customer_1133","GB","Enterprise","2026-02-06","1"
"1134","Customer_1134","US","Public","2026-03-19","0"
"1135","Customer_1135","GB","SMB","2026-01-09","0"
"1136","Customer_1136","GB","Enterprise","2026-05-02","1"
"1137","Customer_1137","IE","Public","2026-01-10","1"
"1138","Customer_1138","NL","Public","2026-01-17","1"
"1139","Customer_1139","NL","Enterprise","2026-01-27","1"
"1140","Customer_1140","GB","Enterprise","2026-02-22","1"
"1141","Customer_1141","FR","SMB","2026-04-01","1"
"1142","Customer_1142","CH","Public","2026-07-07","1"
"1143","Customer_1143","DE","SMB","2026-04-18","1"
"1144","Customer_1144","NL","Enterprise","2026-05-05","1"
"1145","Customer_1145","NL","Public","2026-04-08","0"
"1146","Customer_1146","US","SMB","2026-05-04","1"
"1147","Customer_1147","GB","Enterprise","2026-02-19","0"
"1148","Customer_1148","CH","Enterprise","2026-06-22","0"
"1149","Customer_1149","US","Public","2026-02-15","1"
"1150","Customer_1150","FR","SMB","2026-02-04","1"
"1151","Customer_1151","NL","SMB","2026-02-13","1"
"1152","Customer_1152","DE","Enterprise","2026-02-07","1"
"1153","Customer_1153","FR","Enterprise","2026-03-19","1"
"1154","Customer_1154","FR","SMB","2026-07-15","1"
"1155","Customer_1155","GB","Enterprise","2026-01-07","1"
"1156","Customer_1156","JP","Public","2026-07-24","1"
"1157","Customer_1157","FR","SMB","2026-06-28","1"
"1158","Customer_1158","GB","Enterprise","2026-03-23","1"
"1159","Customer_1159","FR","Enterprise","2026-06-24","0"
"1160","Customer_1160","JP","Enterprise","2026-06-22","1"
"1161","Customer_1161","IE","SMB","2026-02-13","1"
"1162","Customer_1162","FR","SMB","2026-02-11","1"
"1163","Customer_1163","NL","Enterprise","2026-03-20","1"
"1164","Customer_1164","JP","Public","2026-05-19","1"
"1165","Customer_1165","CH","Public","2026-06-07","1"
"1166","Customer_1166","US","Enterprise","2026-05-12","1"
"1167","Customer_1167","FR","Public","2026-04-24","1"
"1168","Customer_1168","CH","Enterprise","2026-05-15","0"
"1169","Customer_1169","JP","Enterprise","2026-05-06","0"
"1170","Customer_1170","IE","SMB","2026-04-23","1"
"1171","Customer_1171","JP","Enterprise","2026-01-22","0"
"1172","Customer_1172","IE","Public","2026-07-22","0"
"1173","Customer_1173","FR","Public","2026-02-21","1"
"1174","Customer_1174","JP","Enterprise","2026-06-21","0"
"1175","Customer_1175","NL","Public","2026-07-22","0"
"1176","Customer_1176","GB","Public","2026-01-26","0"
"1177","Customer_1177","CH","SMB","2026-01-08","1"
"1178","Customer_1178","GB","Public","2026-02-22","1"
"1179","Customer_1179","JP","SMB","2026-03-07","1"
"1180","Customer_1180","GB","Public","2026-06-06","1"
"1181","Customer_1181","NL","SMB","2026-05-31","0"
"1182","Customer_1182","NL","Enterprise","2026-04-07","1"
"1183","Customer_1183","US","Public","2026-01-08","1"
"1184","Customer_1184","JP","Public","2026-01-08","1"
"1185","Customer_1185","NL","Enterprise","2026-03-18","1"
"1186","Customer_1186","IE","SMB","2026-07-06","0"
"1187","Customer_1187","CH","Enterprise","2026-01-09","0"
"1188","Customer_1188","IE","Public","2026-06-08","1"
"1189","Customer_1189","NL","Enterprise","2026-06-15","1"
"1190","Customer_1190","GB","Enterprise","2026-07-03","1"
"1191","Customer_1191","GB","Public","2026-02-15","1"
"1192","Customer_1192","FR","Enterprise","2026-06-02","1"
"1193","Customer_1193","CH","Public","2026-01-25","1"
"1194","Customer_1194","DE","SMB","2026-06-30","1"
"1195","Customer_1195","FR","Public","2026-02-21","0"
"1196","Customer_1196","US","Public","2026-05-06","1"
"1197","Customer_1197","GB","Public","2026-02-03","1"
"1198","Customer_1198","NL","SMB","2026-04-16","1"
"1199","Customer_1199","JP","Public","2026-02-28","1"
"1005","Customer_1005","JP","Enterprise","2026-01-20","1"
"1010","Customer_1010","FR","SMB","2026-02-01","1"
