"rate_date","from_ccy","to_ccy","rate"
"2026-04-06","EUR","GBP","1.192834"
"2026-04-06","JPY","GBP","190.545683"
"2026-04-06","CHF","GBP","1.081323"
"2026-04-07","GBP","GBP","0.9979"
"2026-04-07","USD","GBP","1.250141"
"2026-04-07","EUR","GBP","1.175167"
"2026-04-07","JPY","GBP","187.787804"
"2026-04-07","CHF","GBP","1.121657"
"2026-04-08","GBP","GBP","0.988692"
"2026-04-08","USD","GBP","1.275555"
"2026-04-08","EUR","GBP","1.190744"
"2026-04-08","JPY","GBP","189.079315"
"2026-04-08","CHF","GBP","1.091168"
"2026-04-09","GBP","GBP","1.017114"
"2026-04-09","USD","GBP","1.256342"
"2026-04-09","EUR","GBP","1.158743"
"2026-04-09","JPY","GBP","187.907435"
"2026-04-09","CHF","GBP","1.108078"
"2026-04-10","GBP","GBP","0.991464"
"2026-04-10","USD","GBP","1.24829"
"2026-04-10","EUR","GBP","1.14898"
"2026-04-10","JPY","GBP","190.219343"
"2026-04-10","CHF","GBP","1.103744"
"2026-04-11","GBP","GBP","0.986836"
"2026-04-11","USD","GBP","1.267852"
"2026-04-11","EUR","GBP","1.168733"
"2026-04-11","JPY","GBP","192.338764"
"2026-04-11","CHF","GBP","1.117073"
"2026-04-12","GBP","GBP","1.000856"
"2026-04-12","USD","GBP","1.293899"
"2026-04-12","EUR","GBP","1.149957"
"2026-04-12","JPY","GBP","190.735932"
"2026-04-12","CHF","GBP","1.08176"
"2026-04-13","GBP","GBP","1.014576"
"2026-04-13","USD","GBP","1.290733"
"2026-04-13","EUR","GBP","1.183425"
"2026-04-13","JPY","GBP","188.334971"
"2026-04-13","CHF","GBP","1.101034"
"2026-04-14","GBP","GBP","1.011165"
"2026-04-14","USD","GBP","1.255866"
"2026-04-14","EUR","GBP","1.166283"
"2026-04-14","JPY","GBP","193.095249"
"2026-04-14","CHF","GBP","1.088551"
"2026-04-15","GBP","GBP","0.982111"
"2026-04-15","USD","GBP","1.282722"
"2026-04-15","EUR","GBP","1.17103"
"2026-04-15","JPY","GBP","187.509209"
"2026-04-15","CHF","GBP","1.101836"
"2026-04-16","GBP","GBP","0.981861"
"2026-04-16","USD","GBP","1.250573"
"2026-04-16","EUR","GBP","1.164512"
"2026-04-16","JPY","GBP","189.843533"
"2026-04-16","CHF","GBP","1.098181"
"2026-04-17","GBP","GBP","1.002055"
"2026-04-17","USD","GBP","1.279052"
"2026-04-17","EUR","GBP","1.168084"
"2026-04-17","JPY","GBP","193.698978"
"2026-04-17","CHF","GBP","1.117803"
"2026-04-18","GBP","GBP","1.019592"
"2026-04-18","USD","GBP","1.276916"
"2026-04-18","EUR","GBP","1.184165"
"2026-04-18","JPY","GBP","188.638837"
"2026-04-18","CHF","GBP","1.098715"
"2026-04-19","GBP","GBP","0.989874"
"2026-04-19","USD","GBP","1.271911"
"2026-04-19","EUR","GBP","1.162812"
"2026-04-19","JPY","GBP","188.429871"
"2026-04-19","CHF","GBP","1.097135"
"2026-04-20","GBP","GBP","0.980789"
"2026-04-20","USD","GBP","1.267169"
"2026-04-20","EUR","GBP","1.192396"
"2026-04-20","JPY","GBP","191.528821"
"2026-04-20","CHF","GBP","1.117796"
"2026-04-21","GBP","GBP","0.982593"
"2026-04-21","USD","GBP","1.277725"
"2026-04-21","EUR","GBP","1.15332"
"2026-04-21","JPY","GBP","188.396936"
"2026-04-21","CHF","GBP","1.101422"
"2026-04-22","GBP","GBP","0.996819"
"2026-04-22","USD","GBP","1.292134"
"2026-04-22","EUR","GBP","1.160671"
"2026-04-22","JPY","GBP","188.221604"
"2026-04-22","CHF","GBP","1.115026"
"2026-04-23","GBP","GBP","0.996154"
"2026-04-23","USD","GBP","1.274456"
"2026-04-23","EUR","GBP","1.174321"
"2026-04-23","JPY","GBP","187.250142"
"2026-04-23","CHF","GBP","1.101499"
"2026-04-24","GBP","GBP","0.987448"
"2026-04-24","USD","GBP","1.267414"
"2026-04-24","EUR","GBP","1.184047"
"2026-04-24","JPY","GBP","189.059869"
"2026-04-24","CHF","GBP","1.101483"
"2026-04-25","GBP","GBP","0.98572"
"2026-04-25","USD","GBP","1.26589"
"2026-04-25","EUR","GBP","1.151265"
"2026-04-25","JPY","GBP","189.517252"
"2026-04-25","CHF","GBP","1.121689"
"2026-04-26","GBP","GBP","1.000607"
"2026-04-26","USD","GBP","1.265125"
"2026-04-26","EUR","GBP","1.157299"
"2026-04-26","JPY","GBP","191.804072"
"2026-04-26","CHF","GBP","1.100969"
"2026-04-27","GBP","GBP","1.00409"
"2026-04-27","USD","GBP","1.251662"
"2026-04-27","EUR","GBP","1.178498"
"2026-04-27","JPY","GBP","190.569687"
"2026-04-27","CHF","GBP","1.095329"
"2026-04-28","GBP","GBP","1.015973"
"2026-04-28","USD","GBP","1.271757"
"2026-04-28","EUR","GBP","1.154555"
"2026-04-28","JPY","GBP","189.653347"
"2026-04-28","CHF","GBP","1.099303"
"2026-04-29","GBP","GBP","0.982164"
"2026-04-29","USD","GBP","1.261642"
"2026-04-29","EUR","GBP","1.171716"
"2026-04-29","JPY","GBP","189.843386"
"2026-04-29","CHF","GBP","1.080946"
"2026-04-30","GBP","GBP","1.006365"
"2026-04-30","USD","GBP","1.29262"
"2026-04-30","EUR","GBP","1.156345"
"2026-04-30","JPY","GBP","191.970937"
"2026-04-30","CHF","GBP","1.088942"
"2026-05-01","GBP","GBP","1.002825"
"2026-05-01","USD","GBP","1.277321"
"2026-05-01","EUR","GBP","1.174785"
"2026-05-01","JPY","GBP","187.472604"
"2026-05-01","CHF","GBP","1.111504"
"2026-05-02","GBP","GBP","1.005829"
"2026-05-02","USD","GBP","1.272662"
"2026-05-02","EUR","GBP","1.179693"
"2026-05-02","JPY","GBP","188.450596"
"2026-05-02","CHF","GBP","1.078755"
"2026-05-03","GBP","GBP","0.980657"
"2026-05-03","USD","GBP","1.28052"
"2026-05-03","EUR","GBP","1.172962"
"2026-05-03","JPY","GBP","191.854295"
"2026-05-03","CHF","GBP","1.088528"
"2026-05-04","GBP","GBP","0.990593"
"2026-05-04","USD","GBP","1.290632"
"2026-05-04","EUR","GBP","1.147413"
"2026-05-04","JPY","GBP","191.857021"
"2026-05-04","CHF","GBP","1.105929"
"2026-05-05","GBP","GBP","1.006065"
"2026-05-05","USD","GBP","1.258779"
"2026-05-05","EUR","GBP","1.162782"
"2026-05-05","JPY","GBP","192.980284"
"2026-05-05","CHF","GBP","1.099103"
"2026-05-06","GBP","GBP","1.012301"
"2026-05-06","USD","GBP","1.289427"
"2026-05-06","EUR","GBP","1.175629"
"2026-05-06","JPY","GBP","189.00843"
"2026-05-06","CHF","GBP","1.092687"
"2026-05-07","GBP","GBP","1.002795"
"2026-05-07","USD","GBP","1.254546"
"2026-05-07","EUR","GBP","1.168562"
"2026-05-07","JPY","GBP","189.914114"
"2026-05-07","CHF","GBP","1.119861"
"2026-05-08","GBP","GBP","1.018325"
"2026-05-08","USD","GBP","1.271868"
"2026-05-08","EUR","GBP","1.170661"
"2026-05-08","JPY","GBP","192.382599"
"2026-05-08","CHF","GBP","1.110917"
