"invoice_id","customer_id","invoice_date","due_date","currency_code","amount","status"
"103","1128","2026-01-16","2026-06-01","CHF","23661.92","PAID"
"104","1169","2026-06-19","2026-03-13","EUR","21319.43","OPEN"
"105","1176","2026-03-30","2026-01-23","CHF","2096.64","PAID"
"106","1078","2026-04-25","2026-02-02","EUR","7929.95","PAID"
"107","1130","2026-05-19","2026-06-15","JPY","8015.84","OPEN"
"108","1031","2026-07-12","2026-03-07","USD","6031.04","OPEN"
"109","1000","2026-07-27","2026-01-06","EUR","3446.32","OVERDUE"
"110","1112","2026-03-27","2026-07-16","GBP","23892.2","PAID"
"111","1107","2026-04-30","2026-03-06","GBP","8697.41","PAID"
"112","1029","2026-04-28","2026-06-11","CHF","4377.97","OVERDUE"
"113","1102","2026-06-18","2026-04-18","EUR","5650.63","OPEN"
"114","1112","2026-01-27","2026-07-23","JPY","16886.44","PAID"
"115","1050","2026-07-01","2026-05-26","JPY","7420.42","OVERDUE"
"116","1069","2026-01-02","2026-03-07","EUR","1697.94","OVERDUE"
"117","1086","2026-02-26","2026-05-05","CHF","13258.11","OVERDUE"
"118","1122","2026-03-31","2026-04-20","EUR","17116.36","OVERDUE"
"119","1089","2026-03-14","2026-03-26","GBP","21563.65","OVERDUE"
"120","1140","2026-01-17","2026-03-07","CHF","2585.3","OPEN"
"121","1159","2026-02-12","2026-01-08","USD","2581.94","OPEN"
"122","1173","2026-03-21","2026-05-28","JPY","13425.51","PAID"
"123","1088","2026-02-05","2026-02-11","USD","1164.23","OPEN"
"124","1134","2026-07-12","2026-03-14","GBP","16206.77","PAID"
"125","1038","2026-03-01","2026-07-26","EUR","23814.47","PAID"
"126","1044","2026-04-13","2026-02-19","EUR","22112.11","OPEN"
"127","1195","2026-05-29","2026-04-25","USD","21071.06","OPEN"
"128","1183","2026-01-24","2026-06-04","CHF","6515.61","PAID"
"129","1058","2026-05-27","2026-01-29","JPY","6614.65","PAID"
"130","1018","2026-06-03","2026-01-12","GBP","10049.14","OPEN"
"131","1138","2026-07-23","2026-05-28","CHF","20692.8","OVERDUE"
"132","1041","2026-06-19","2026-06-23","USD","8117.28","OVERDUE"
"133","1033","2026-02-21","2026-05-11","GBP","11851.74","PAID"
"134","1159","2026-01-22","2026-06-21","JPY","17228.86","PAID"
"135","1197","2026-04-14","2026-02-20","CHF","22753.38","PAID"
"136","1030","2026-01-07","2026-01-18","JPY","1230.13","OVERDUE"
"137","1180","2026-03-08","2026-03-15","CHF","10807.27","OVERDUE"
"138","1096","2026-04-03","2026-07-09","EUR","9792.52","OPEN"
"139","1173","2026-07-08","2026-01-28","USD","7166.63","PAID"
"140","1063","2026-05-03","2026-04-11","USD","20608.74","PAID"
"141","1043","2026-04-24","2026-04-13","JPY","1640.59","OPEN"
"142","1158","2026-04-09","2026-07-01","EUR","21194.32","PAID"
"143","1009","2026-03-14","2026-03-18","USD","23698.78","OVERDUE"
"144","1028","2026-07-21","2026-03-02","EUR","8152.12","PAID"
"145","1149","2026-07-04","2026-05-13","EUR","21415.91","OPEN"
"146","1182","2026-03-29","2026-06-30","CHF","22696.89","PAID"
"147","1085","2026-02-28","2026-06-29","CHF","24959.48","OVERDUE"
"148","1047","2026-01-24","2026-07-26","JPY","18194.39","OVERDUE"
"149","1118","2026-02-11","2026-02-02","JPY","18235.52","OVERDUE"
"150","1119","2026-02-19","2026-01-03","GBP","8096.46","OPEN"
"151","1188","2026-04-18","2026-03-28","USD","5996.25","OPEN"
"152","1136","2026-04-04","2026-05-15","JPY","5481.33","OPEN"
"153","1153","2026-05-19","2026-06-27","EUR","7817.72","OPEN"
"154","1043","2026-05-29","2026-02-18","EUR","4901.98","OVERDUE"
"155","1008","2026-06-26","2026-05-29","CHF","728.59","PAID"
"156","1121","2026-04-30","2026-03-14","EUR","3144.89","PAID"
"157","1152","2026-04-21","2026-07-15","CHF","8907.56","OPEN"
"158","1117","2026-02-07","2026-05-09","CHF","13633.75","OPEN"
"159","1163","2026-02-08","2026-07-06","JPY","20728.43","OPEN"
"160","1122","2026-07-18","2026-07-09","JPY","22079.67","OPEN"
"161","1017","2026-04-16","2026-02-07","JPY","5156.7","OVERDUE"
"162","1036","2026-03-07","2026-05-04","JPY","10183.12","PAID"
"163","1132","2026-01-20","2026-07-26","EUR","237.32","OPEN"
"164","1077","2026-04-08","2026-06-12","USD","14730.78","PAID"
"165","1117","2026-01-06","2026-02-17","CHF","7072.48","PAID"
"166","1137","2026-04-01","2026-02-11","USD","16806.17","PAID"
"167","1176","2026-03-04","2026-07-28","JPY","6447.48","OVERDUE"
"168","1170","2026-07-15","2026-02-11","CHF","4308.16","PAID"
"169","1007","2026-03-28","2026-03-15","USD","9206.64","OPEN"
"170","1057","2026-03-18","2026-06-28","GBP","7777.08","PAID"
"171","1134","2026-06-15","2026-02-21","CHF","24273.92","OPEN"
"172","1033","2026-06-16","2026-05-10","EUR","4117.14","OPEN"
"173","1021","2026-01-07","2026-07-17","JPY","5075.36","OPEN"
"174","1003","2026-06-29","2026-06-27","USD","19626.65","OVERDUE"
"175","1188","2026-01-30","2026-05-01","EUR","967.93","OPEN"
"176","1028","2026-07-21","2026-01-05","USD","24457.2","OPEN"
"177","1126","2026-06-05","2026-06-14","GBP","5024.06","OPEN"
"178","1067","2026-07-13","2026-03-30","GBP","21439.87","OPEN"
"179","1188","2026-03-27","2026-05-02","USD","8230.06","OPEN"
"180","1130","2026-01-10","2026-01-11","CHF","23009.05","OPEN"
"181","1015","2026-07-12","2026-04-04","GBP","14095.25","PAID"
"182","1023","2026-01-14","2026-03-02","CHF","19427.4","OPEN"
"183","1045","2026-02-02","2026-04-19","GBP","10392.21","PAID"
"184","1110","2026-04-06","2026-07-10","GBP","13322.43","OPEN"
"185","1139","2026-06-03","2026-01-22","CHF","16019.1","OPEN"
"186","1001","2026-07-26","2026-07-16","JPY","5327.19","PAID"
"187","1069","2026-03-02","2026-04-27","CHF","6398.64","PAID"
"188","1180","2026-04-25","2026-07-11","EUR","15785.51","OPEN"
"189","1091","2026-04-26","2026-01-05","USD","18990.3","OPEN"
"190","1068","2026-02-08","2026-07-21","CHF","10369.14","OPEN"
"191","1035","2026-05-04","2026-03-29","GBP","8675.95","OPEN"
"192","1033","2026-03-15","2026-01-28","JPY","9830.98","OPEN"
"193","1037","2026-02-12","2026-03-09","USD","14110.89","PAID"
"194","1086","2026-07-12","2026-03-03","EUR","18237.61","OVERDUE"
"195","1020","2026-05-07","2026-01-14","USD","-9834.38","OPEN"
"196","1192","2026-04-14","2026-04-10","JPY","5042.15","PAID"
"197","1039","2026-07-09","2026-04-24","GBP","8127.11","OVERDUE"
"198","1198","2026-05-15","2026-05-12","JPY","15778.03","PAID"
"199","1137","2026-01-26","2026-05-26","EUR","16724.66","OVERDUE"
"200","1151","2026-01-14","2026-04-10","JPY","5153.73","PAID"
"201","1143","2026-06-29","2026-04-19","GBP","2114.05","PAID"
"202","1002","2026-06-09","2026-03-02","CHF","6634.08","OVERDUE"
"203","1194","2026-04-05","2026-04-27","JPY","21238.98","PAID"
"204","1074","2026-06-15","2026-03-08","USD","24178.69","OPEN"
"205","1167","2026-01-15","2026-03-27","EUR","5790.22","PAID"
"206","1158","2026-01-23","2026-05-22","USD","23058.59","PAID"
"207","1073","2026-03-27","2026-04-05","USD","12949.93","PAID"
"208","1124","2026-07-14","2026-01-12","CHF","23547.66","OPEN"
"209","1013","2026-02-11","2026-06-01","USD","23944.58","OPEN"
"210","1138","2026-07-07","2026-04-18","USD","19719.17","OVERDUE"
"211","1068","2026-07-07","2026-04-08","GBP","21150.34","PAID"
"212","1076","2026-07-04","2026-01-28","JPY","-15225.58","OPEN"
"213","1030","2026-03-16","2026-05-19","EUR","16406.98","OVERDUE"
"214","1184","2026-07-22","2026-07-15","USD","23370.02","OVERDUE"
"215","1104","2026-07-19","2026-01-06","EUR","12173","OPEN"
"216","1006","2026-05-07","2026-05-31","JPY","15359.98","PAID"
"217","1066","2026-05-05","2026-04-21","JPY","8458.47","OPEN"
"218","1107","2026-06-30","2026-06-14","CHF","24218.09","OVERDUE"
"219","1187","2026-04-24","2026-06-09","JPY","11522.9","OPEN"
"220","1187","2026-01-22","2026-03-13","GBP","8105.4","OPEN"
"221","1152","2026-07-20","2026-06-13","JPY","23395.82","PAID"
"222","1074","2026-03-27","2026-05-13","EUR","813.39","PAID"
"223","1017","2026-02-22","2026-04-09","GBP","3888.42","OPEN"
"224","1011","2026-07-22","2026-07-19","USD","21301.62","OPEN"
"225","1097","2026-02-08","2026-04-28","GBP","20779.18","OPEN"
"226","1183","2026-01-02","2026-03-15","USD","10333.65","PAID"
"227","1027","2026-01-28","2026-01-28","JPY","21032","OPEN"
"228","1172","2026-07-05","2026-01-02","CHF","21814.04","OPEN"
"229","1005","2026-06-26","2026-03-23","EUR","458.46","OPEN"
"230","1044","2026-01-15","2026-04-17","EUR","4738.54","OVERDUE"
"231","1049","2026-01-25","2026-07-05","JPY","5287.75","OPEN"
"232","1166","2026-06-22","2026-05-12","CHF","13618.28","OVERDUE"
"233","1062","2026-04-27","2026-02-13","CHF","14053.27","PAID"
"234","1035","2026-07-23","2026-06-04","USD","2150.97","PAID"
"235","1012","2026-05-13","2026-01-27","EUR","16968.36","PAID"
"236","1152","2026-01-28","2026-02-04","GBP","16524.41","PAID"
"237","1003","2026-06-12","2026-06-06","USD","19315.38","PAID"
"238","1104","2026-03-05","2026-04-24","USD","6498.34","OPEN"
"239","1031","2026-01-31","2026-04-15","USD","6608.45","OVERDUE"
"240","1038","2026-04-16","2026-03-30","USD","333.82","OVERDUE"
"241","1084","2026-01-09","2026-07-05","CHF","479.15","OPEN"
"242","1039","2026-07-29","2026-07-30","GBP","18799.39","PAID"
"243","1065","2026-05-05","2026-01-18","EUR","222.48","PAID"
"244","1199","2026-05-23","2026-06-01","JPY","13634.09","OVERDUE"
"245","1053","2026-03-10","2026-07-20","JPY","10196.37","OPEN"
"246","1052","2026-05-20","2026-03-30","CHF","9021.71","PAID"
"247","1032","2026-04-16","2026-03-11","EUR","22869.94","OPEN"
"248","1183","2026-03-12","2026-06-10","EUR","5480.21","PAID"
"249","1074","2026-02-03","2026-03-09","EUR","23732.46","PAID"
"250","1134","2026-01-11","2026-03-06","GBP","8162.96","PAID"
"251","1187","2026-05-21","2026-06-03","CHF","11270.07","PAID"
"252","1034","2026-03-24","2026-02-04","JPY","16134.97","OPEN"
"253","1005","2026-02-09","2026-02-17","JPY","24106","PAID"
"254","1100","2026-01-22","2026-02-26","GBP","16607.94","PAID"
"255","1091","2026-01-06","2026-02-26","USD","844.04","OVERDUE"
"256","1135","2026-01-08","2026-05-11","CHF","20172.31","OPEN"
"257","1155","2026-02-03","2026-06-17","GBP","15213.84","PAID"
"258","1173","2026-01-18","2026-03-28","USD","14313.93","OVERDUE"
"259","1113","2026-04-07","2026-06-03","GBP","4220.53","PAID"
"260","1073","2026-07-09","2026-03-26","EUR","8381.23","OPEN"
"261","1030","2026-05-09","2026-07-16","GBP","9529.1","OPEN"
"262","1190","2026-04-12","2026-01-02","USD","17523.48","PAID"
"263","1190","2026-07-01","2026-01-26","CHF","20528.69","PAID"
"264","1116","2026-07-09","2026-06-20","JPY","13770.37","OPEN"
"265","1053","2026-03-24","2026-06-05","USD","11944.81","OPEN"
"266","1095","2026-04-13","2026-01-29","JPY","8877.86","PAID"
"267","1197","2026-06-01","2026-06-21","GBP","17542.09","PAID"
"268","1007","2026-03-01","2026-04-04","EUR","3239.09","OVERDUE"
"269","1144","2026-01-27","2026-03-29","JPY","5489.27","OPEN"
"270","1017","2026-02-28","2026-01-07","USD","8160.92","PAID"
"271","1076","2026-07-29","2026-02-23","GBP","22199.7","OVERDUE"
"272","1035","2026-07-31","2026-04-24","JPY","12142.15","PAID"
"273","1022","2026-03-04","2026-05-26","USD","24654.17","OPEN"
"274","1072","2026-06-02","2026-07-20","USD","3375.16","PAID"
"275","1088","2026-06-15","2026-07-08","GBP","23560.31","OPEN"
"276","1059","2026-02-09","2026-03-14","CHF","23719","OVERDUE"
"277","1025","2026-07-05","2026-01-05","CHF","24358.07","PAID"
"278","1198","2026-03-15","2026-07-11","USD","11388.37","OVERDUE"
"279","1053","2026-03-06","2026-07-17","EUR","17898.93","PAID"
"280","1044","2026-05-18","2026-06-02","GBP","17703.35","OPEN"
"281","1021","2026-03-14","2026-03-22","EUR","14163.97","OPEN"
"282","1170","2026-07-16","2026-03-19","GBP","5529.34","PAID"
"283","1087","2026-07-28","2026-06-01","EUR","22962.95","OPEN"
"284","1178","2026-03-28","2026-04-18","GBP","16105.27","OPEN"
"285","1046","2026-03-05","2026-06-11","USD","20028.94","OVERDUE"
"286","1000","2026-04-21","2026-07-16","EUR","3993.56","PAID"
"287","1075","2026-04-30","2026-04-02","GBP","19693.64","OVERDUE"
"288","1134","2026-01-02","2026-05-14","CHF","7052.09","OVERDUE"
"289","1188","2026-07-04","2026-02-14","CHF","19845.38","PAID"
"290","1126","2026-05-09","2026-06-06","JPY","8144.6","OVERDUE"
"291","1093","2026-06-16","2026-07-07","JPY","14657.33","OVERDUE"
"292","1170","2026-01-17","2026-01-30","EUR","15087.28","PAID"
"293","1059","2026-01-29","2026-04-16","CHF","3175.31","PAID"
"294","1131","2026-06-01","2026-05-31","GBP","16330.36","PAID"
"295","1194","2026-05-28","2026-04-06","GBP","20263.53","OVERDUE"
"296","1044","2026-06-07","2026-01-15","GBP","8917.53","OPEN"
"297","1160","2026-01-16","2026-03-29","CHF","17883.98","OPEN"
"298","1094","2026-02-21","2026-05-15","USD","1310.54","OVERDUE"
"299","1013","2026-02-07","2026-05-20","USD","9075.92","OVERDUE"
"300","1077","2026-05-26","2026-04-06","CHF","19029.96","OVERDUE"
"301","1078","2026-04-02","2026-07-10","GBP","9114.37","OVERDUE"
"302","1129","2026-03-04","2026-02-08","USD","24524.37","OVERDUE"
"303","1091","2026-06-23","2026-05-14","JPY","10468.54","OVERDUE"
"304","1115","2026-03-28","2026-05-23","USD","9899.44","OVERDUE"
"305","1078","2026-07-23","2026-01-15","EUR","5275.68","OVERDUE"
"306","1164","2026-06-05","2026-02-17","CHF","6513.64","PAID"
"307","1177","2026-04-11","2026-01-28","GBP","23852.01","PAID"
"308","1175","2026-06-24","2026-01-14","JPY","9779.33","OVERDUE"
"309","1004","2026-02-17","2026-06-13","CHF","22998.17","OVERDUE"
"310","1068","2026-01-24","2026-06-26","GBP","11148.69","OPEN"
"311","1017","2026-03-27","2026-06-12","JPY","10395.9","PAID"
"312","1188","2026-04-26","2026-03-20","JPY","18295.5","OVERDUE"
"313","1027","2026-01-02","2026-05-19","JPY","12043.6","PAID"
"314","1102","2026-04-06","2026-01-03","JPY","6543.17","PAID"
"315","1073","2026-03-04","2026-07-22","GBP","4254.6","OVERDUE"
"316","1084","2026-03-05","2026-02-04","EUR","7448.25","OPEN"
"317","1137","2026-03-27","2026-03-21","CHF","3312.94","OVERDUE"
"318","1021","2026-02-08","2026-03-17","CHF","18480.44","OPEN"
"319","1191","2026-06-10","2026-01-02","CHF","21123.16","PAID"
"320","1051","2026-03-29","2026-04-01","CHF","3843.53","OPEN"
"321","1142","2026-04-15","2026-02-10","GBP","18420.33","OPEN"
"322","1009","2026-05-16","2026-05-19","EUR","17684.84","PAID"
"323","1023","2026-05-08","2026-03-19","CHF","8591.7","PAID"
"324","1109","2026-02-02","2026-05-08","JPY","5206.73","OVERDUE"
"325","1005","2026-07-21","2026-01-24","JPY","12945.01","OPEN"
"326","1138","2026-02-05","2026-05-23","GBP","12144.89","OPEN"
"327","1023","2026-03-17","2026-03-23","GBP","18791.93","OVERDUE"
"328","1163","2026-01-13","2026-01-05","JPY","7961.47","PAID"
"329","1068","2026-05-06","2026-04-22","GBP","6204.77","OPEN"
"330","1139","2026-04-26","2026-06-12","EUR","10050.86","OVERDUE"
"331","1087","2026-05-27","2026-06-18","USD","21377.61","PAID"
"332","1161","2026-02-15","2026-04-14","GBP","14271.49","OPEN"
"333","1179","2026-01-19","2026-01-10","EUR","7300.26","OPEN"
"334","1116","2026-02-01","2026-07-05","CHF","6005.06","PAID"
"335","1164","2026-05-11","2026-05-31","CHF","21219.24","PAID"
"336","1074","2026-02-18","2026-03-31","GBP","17807.33","OVERDUE"
"337","1075","2026-01-08","2026-07-28","CHF","18454.23","OPEN"
"338","1092","2026-06-02","2026-07-22","JPY","21809.71","PAID"
"339","1110","2026-07-15","2026-03-19","GBP","2064.57","OVERDUE"
"340","1121","2026-06-15","2026-02-16","JPY","24981.93","PAID"
"341","1173","2026-05-13","2026-03-25","EUR","20096.21","PAID"
"342","1022","2026-07-09","2026-07-22","USD","20245.35","OVERDUE"
"343","1180","2026-06-09","2026-03-12","CHF","15655.63","PAID"
"344","1061","2026-01-12","2026-07-26","CHF","13130.02","OVERDUE"
"345","1051","2026-06-12","2026-02-23","EUR","13851.5","OPEN"
"346","1019","2026-04-29","2026-01-12","GBP","7163.99","OPEN"
"347","1005","2026-03-28","2026-07-02","JPY","16346.03","PAID"
"348","1005","2026-07-07","2026-07-09","CHF","15804.76","OPEN"
"349","1114","2026-03-31","2026-05-09","JPY","17402.32","OPEN"
"350","1025","2026-05-30","2026-05-31","CHF","10766.33","PAID"
"351","1039","2026-02-28","2026-06-04","USD","19001.22","OVERDUE"
"352","1131","2026-01-24","2026-02-14","USD","9868.63","OVERDUE"
"353","1177","2026-03-17","2026-05-05","JPY","1880.62","PAID"
"354","1027","2026-04-06","2026-03-17","GBP","1214.85","OPEN"
"355","1141","2026-02-02","2026-06-27","GBP","14339.16","OVERDUE"
"356","1122","2026-02-05","2026-05-04","EUR","22596.63","OPEN"
"357","1063","2026-03-26","2026-03-26","USD","6956.4","PAID"
"358","1070","2026-01-26","2026-01-26","JPY","15849.56","OVERDUE"
"359","1167","2026-03-20","2026-03-16","JPY","6883.02","OVERDUE"
"360","1193","2026-03-21","2026-03-11","GBP","9458.94","OPEN"
"361","1037","2026-01-01","2026-03-22","USD","9964.52","OVERDUE"
"362","1010","2026-07-22","2026-05-24","CHF","15220.61","OVERDUE"
"363","1006","2026-06-02","2026-03-01","GBP","16369.17","PAID"
"364","1161","2026-02-19","2026-06-11","EUR","19323.85","OVERDUE"
"365","1004","2026-01-15","2026-03-02","GBP","24322.97","OPEN"
"366","1023","2026-06-06","2026-04-09","CHF","24370.52","PAID"
"367","1083","2026-05-23","2026-06-15","CHF","5951.65","OVERDUE"
"368","1132","2026-01-11","2026-07-09","EUR","14945.59","PAID"
"369","1155","2026-05-12","2026-06-20","CHF","12409.39","PAID"
"370","1179","2026-03-25","2026-05-24","JPY","11726.99","OVERDUE"
"371","1198","2026-06-22","2026-02-15","CHF","4795.12","PAID"
"372","1113","2026-07-28","2026-05-08","GBP","153.44","PAID"
"373","1004","2026-03-25","2026-05-19","JPY","10923.2","PAID"
"374","1024","2026-05-21","2026-01-16","GBP","19330.98","OVERDUE"
"375","1056","2026-01-22","2026-02-07","GBP","18747.24","PAID"
"376","1047","2026-05-25","2026-05-02","GBP","285.54","PAID"
"377","1128","2026-02-13","2026-05-27","USD","300.23","OPEN"
"378","1010","2026-01-06","2026-01-20","GBP","16488.37","PAID"
"379","1031","2026-01-30","2026-07-18","JPY","14188.62","OPEN"
"380","1178","2026-03-31","2026-01-29","CHF","21370.63","PAID"
"381","1143","2026-01-18","2026-04-22","CHF","17423.04","OVERDUE"
"382","1092","2026-03-22","2026-06-13","JPY","3648.25","OPEN"
"383","1015","2026-01-19","2026-06-29","CHF","16571.08","PAID"
"384","1109","2026-05-15","2026-03-09","USD","20361.22","OPEN"
"385","1157","2026-04-29","2026-03-03","JPY","23080.8","OVERDUE"
"386","1191","2026-04-30","2026-02-14","JPY","2064.51","PAID"
"387","1152","2026-02-04","2026-01-08","GBP","9441.25","OPEN"
"388","1067","2026-03-02","2026-07-27","CHF","213.92","OVERDUE"
"389","1089","2026-02-13","2026-06-08","JPY","17731.08","OPEN"
"390","1166","2026-04-13","2026-01-28","GBP","18306.72","PAID"
"391","1105","2026-05-15","2026-03-13","GBP","24793.73","PAID"
"392","1095","2026-03-02","2026-01-17","CHF","9673.77","OVERDUE"
"393","1054","2026-03-08","2026-05-12","GBP","23677.57","PAID"
"394","1072","2026-04-08","2026-01-09","USD","3028.74","PAID"
"395","1137","2026-07-11","2026-01-08","JPY","517.26","OPEN"
"396","1131","2026-05-16","2026-07-25","EUR","16984.15","OPEN"
"397","1186","2026-05-23","2026-05-18","USD","9620.76","OVERDUE"
"398","1034","2026-04-19","2026-01-11","USD","5912.02","OVERDUE"
